 ,Area,Mean,Min,Max
266,6,95.667,91,98
267,5,94.800,92,97
268,5,93.600,92,95
269,13,95.615,92,99
270,12,96.583,95,98
271,5,96.600,95,97
272,14,95.357,92,98
273,7,96.571,95,98
274,10,101.800,99,105
275,7,95.857,94,98
276,9,96.222,94,98
277,10,97.500,97,99
278,12,95.833,95,97
279,10,94.900,91,98
280,10,92.900,90,96
281,5,96.800,95,99
282,5,97.400,93,100
283,17,93.294,90,98
284,13,100.462,97,104
285,15,96.667,92,101
286,19,96.842,93,101
287,8,95.375,94,97
288,4,95.750,92,99
289,17,95.235,93,99
290,4,97.500,96,99
291,8,96.000,94,98
292,6,98.167,97,99
293,16,95.062,92,99
294,5,96.200,94,97
295,22,97.909,97,99
296,10,96.100,94,99
297,11,96.000,92,100
298,4,96.000,94,98
299,5,97.200,94,100
300,20,92.150,88,96
301,12,94.000,91,96
302,24,96.750,92,101
303,7,101.571,96,104
304,26,98.615,95,103
305,8,94.625,90,98
306,4,98.250,98,99
307,9,96.222,95,98
308,10,96.500,93,100
309,6,95.833,94,98
310,4,94.750,92,98
311,16,97.375,94,101
312,4,97.500,96,99
313,4,97.500,95,101
314,30,95.200,92,98
315,38,96.132,92,100
316,12,94.750,92,98
317,8,94.250,92,98
318,4,100.250,98,106
319,7,96.857,94,99
320,8,95.500,92,98
321,5,96.800,95,98
322,12,96.750,94,100
323,8,93.750,92,96
324,4,94.250,94,95
325,8,93.875,92,95
326,7,94.286,89,99
327,7,93.429,91,98
328,24,95.417,90,100
329,9,95.778,93,97
330,5,94.400,92,98
331,8,94.500,92,98
332,29,95.345,92,100
333,9,94.111,92,99
334,13,96.538,94,98
335,31,98.484,94,104
336,4,98.500,97,99
337,4,98.500,97,100
338,4,97.000,95,99
339,6,101.833,99,105
340,6,98.000,97,99
341,20,96.700,93,100
342,5,95.200,93,97
343,4,95.250,94,97
344,5,96.400,94,100
345,5,97.200,97,98
346,5,97.000,96,99
347,11,99.909,97,103
348,6,95.500,94,98
349,5,96.200,96,97
350,4,96.250,95,97
351,14,95.714,93,100
352,34,96.324,93,100
353,4,97.250,94,100
354,4,96.000,96,96
355,4,97.250,96,99
356,9,97.000,94,100
357,14,99.857,97,103
358,11,96.091,94,97
359,5,98.000,93,101
360,11,95.273,92,97
361,17,96.353,93,99
362,6,97.333,94,100
363,7,96.571,94,99
364,6,96.167,94,98
365,10,98.700,96,103
366,7,96.143,94,98
367,4,99.250,97,101
368,10,100.300,97,104
369,5,95.600,93,99
370,13,95.462,93,99
371,21,97.190,94,102
372,4,97.250,94,99
373,6,97.000,94,99
374,6,104.167,100,108
375,9,98.667,97,101
376,4,97.000,95,99
