 ,Area,Mean,Min,Max
1,28,121.536,106,138
2,38,116.947,105,135
3,17,114.706,109,122
4,18,117.278,109,126
5,22,114.182,108,121
6,18,131.111,117,147
7,20,142.450,128,152
8,21,136.286,119,151
9,22,123.545,117,129
10,21,130.810,122,142
11,29,147.207,115,168
12,27,107.667,104,111
13,23,125.261,119,131
14,21,110.810,102,120
15,36,111.444,103,117
16,31,133.968,125,141
17,20,112.700,107,122
18,20,116.450,107,129
19,37,116.135,105,126
20,19,108.684,105,112
21,28,112.250,107,118
22,33,108.242,104,114
23,19,128.421,116,134
24,30,164.233,155,168
25,28,107.250,104,111
26,33,127.424,112,141
27,19,111.737,105,117
28,38,120.526,106,136
29,17,139.059,129,149
30,20,114.250,108,120
31,26,109.731,106,114
32,28,113.536,104,123
33,34,121.912,109,134
34,17,111.647,109,116
35,32,125.031,114,133
36,16,121.375,111,130
37,21,108.857,104,114
38,18,115.944,104,131
39,35,121.400,109,137
40,22,108.091,100,116
41,34,111.559,105,117
42,18,116.111,107,125
43,26,113.346,106,121
44,16,110.375,106,115
45,31,123.903,113,134
46,34,115.118,109,124
47,38,164.500,157,170
48,17,109.882,108,113
49,18,114.500,107,119
50,27,114.778,108,122
51,16,106.188,101,113
52,23,120.522,108,129
53,23,119.000,105,127
54,24,112.917,105,122
55,15,110.800,107,116
56,29,108.069,103,113
57,36,112.222,103,123
58,19,122.632,102,135
59,23,117.435,103,131
60,31,110.742,105,117
61,29,126.862,102,156
62,32,119.875,110,129
63,22,126.818,112,145
64,23,114.696,104,125
65,17,115.235,109,123
66,28,116.893,104,128
67,23,118.609,109,126
68,16,116.938,105,130
69,29,111.621,103,123
70,31,113.258,106,123
71,22,156.182,142,165
72,23,112.826,107,120
73,32,116.031,108,126
74,31,123.516,110,136
75,18,114.111,105,123
76,40,119.875,103,136
77,21,129.667,123,136
78,18,117.722,107,128
79,21,117.190,103,130
80,28,116.071,109,128
81,25,113.920,106,123
82,33,117.909,103,135
83,20,110.000,104,116
84,35,115.429,104,128
85,21,115.619,105,130
86,19,115.474,106,123
87,22,115.091,108,122
88,38,115.289,107,123
89,17,113.176,109,120
90,38,112.684,107,121
91,32,107.250,102,113
92,38,140.211,116,154
93,29,152.414,145,158
94,29,117.552,106,134
95,35,110.829,101,125
96,37,123.189,103,142
97,23,112.652,107,121
98,30,120.500,105,142
99,40,119.275,103,139
100,28,108.714,103,113
101,32,109.469,104,115
102,33,114.606,102,124
103,34,112.765,106,122
104,39,116.282,103,128
105,21,119.381,109,130
106,30,113.367,108,122
107,24,111.667,104,117
108,31,115.290,107,125
109,15,108.000,103,113
110,19,110.684,105,116
111,16,108.688,104,113
112,33,137.727,121,150
113,21,113.143,106,121
114,38,119.158,106,137
115,40,112.750,104,124
116,32,121.281,106,137
117,19,110.632,105,117
118,30,123.300,106,136
119,23,114.130,109,122
120,26,105.500,100,111
121,36,115.333,109,122
122,20,163.650,159,167
123,24,158.000,150,164
124,23,111.609,109,115
125,24,112.958,104,126
126,16,116.062,110,123
127,29,113.966,106,124
128,31,111.968,101,126
129,15,112.667,104,118
130,15,123.000,114,131
131,34,118.235,108,134
132,20,112.750,105,119
133,37,112.162,106,125
134,24,110.417,103,118
135,15,114.333,107,124
136,24,115.542,107,124
137,40,125.300,105,142
138,16,120.062,111,131
139,31,110.968,103,117
140,16,109.625,107,113
141,38,126.447,111,145
142,18,111.722,106,118
143,22,117.455,107,135
144,33,116.727,104,131
145,32,115.156,107,129
146,18,118.500,103,127
147,30,113.467,105,121
148,25,112.880,106,120
149,40,118.750,108,134
150,24,112.792,103,128
151,20,116.800,108,127
152,25,125.120,115,131
153,27,113.741,104,122
154,18,107.611,104,112
155,18,112.667,108,118
156,19,118.737,107,135
157,39,117.718,103,129
158,29,116.310,107,127
159,35,117.371,106,134
160,24,112.000,103,118
161,38,115.921,104,138
162,23,106.870,102,111
163,29,115.517,103,129
164,26,113.692,103,130
165,26,115.000,105,129
166,22,116.409,106,126
167,22,109.909,104,115
168,16,114.938,109,120
169,25,115.680,104,133
170,27,114.296,103,127
171,37,152.541,138,162
172,19,114.000,108,121
173,23,111.609,104,119
174,39,113.026,107,120
175,33,119.061,106,141
176,29,116.586,109,123
177,38,159.605,149,166
178,35,121.457,106,145
179,23,116.000,108,126
180,22,114.545,107,122
181,39,117.154,104,131
182,23,115.565,106,128
183,30,123.333,108,139
184,21,114.905,104,122
185,29,116.138,107,129
186,15,116.067,107,124
187,15,108.933,104,113
188,28,109.714,104,118
189,21,114.952,108,124
190,23,114.783,104,129
191,33,115.727,104,131
192,28,123.393,112,135
193,29,117.966,105,135
194,26,121.269,101,146
195,28,120.429,109,129
196,32,114.031,105,125
197,25,116.000,108,126
198,28,113.571,102,124
199,19,113.105,106,121
200,27,119.333,105,130
201,38,151.816,133,163
202,16,111.812,105,122
203,30,114.033,104,123
204,19,110.526,105,116
205,25,116.800,101,128
206,33,116.182,107,127
207,23,113.000,108,120
208,24,113.083,107,119
209,25,112.040,104,119
210,25,110.600,107,118
211,25,112.600,104,123
212,21,112.095,104,123
213,37,113.757,105,125
214,18,115.722,106,125
215,16,109.062,105,113
216,30,116.533,104,128
217,32,113.562,105,122
218,35,114.029,103,125
219,39,111.872,103,121
220,39,116.615,106,133
221,17,115.765,111,121
222,15,113.067,108,119
223,36,119.167,105,133
224,21,108.571,103,112
225,15,110.867,105,117
226,16,115.312,106,126
227,16,113.500,106,124
228,26,109.846,106,114
229,21,114.667,107,126
230,34,157.353,154,163
231,29,114.517,106,127
232,15,114.067,104,128
233,29,113.966,107,124
234,16,120.750,106,134
235,39,113.231,103,125
236,15,117.667,110,125
237,25,115.480,108,121
238,38,114.368,105,127
239,19,108.053,103,112
240,32,109.500,102,118
