 ,Area,Mean,Min,Max
1,39,121.564,112,130
2,15,131.933,119,138
3,23,126.174,116,135
4,15,158.333,150,164
5,25,163.600,153,170
6,19,145.579,134,154
7,22,151.455,138,157
8,24,131.375,119,141
9,19,123.158,113,129
10,27,124.259,115,130
11,31,159.516,137,173
12,22,138.591,128,149
13,24,132.542,119,138
14,23,117.217,114,122
15,32,140.062,127,150
16,32,132.062,114,150
17,34,128.500,117,138
18,18,148.556,135,157
19,30,123.900,114,132
20,22,127.000,115,139
21,25,125.320,114,135
22,25,122.320,114,129
23,37,130.189,114,145
24,15,148.000,129,160
25,31,121.774,112,132
26,30,120.533,114,127
27,36,136.861,116,151
28,32,125.812,115,137
29,18,123.000,118,129
30,21,133.952,115,141
31,37,138.000,121,151
32,20,135.900,121,145
33,20,120.350,114,127
34,20,117.450,111,122
35,19,118.579,115,122
36,33,136.182,114,149
37,23,121.696,116,129
38,18,130.111,113,140
39,30,149.900,119,169
40,21,129.381,118,144
41,33,126.273,112,134
42,24,128.250,116,139
43,23,129.826,114,137
44,28,122.286,115,129
45,15,116.133,114,118
46,30,137.067,118,150
47,38,127.895,113,139
48,27,122.704,116,132
49,33,120.818,113,126
50,35,134.514,114,144
51,25,124.240,117,131
52,20,121.850,116,128
53,18,128.667,116,140
54,34,131.588,111,144
55,33,123.879,116,133
56,32,120.250,115,128
57,23,130.217,109,145
58,26,127.962,114,138
59,36,125.194,115,138
60,20,130.700,119,141
61,22,129.318,120,141
62,24,123.708,117,131
63,31,136.774,119,147
64,29,126.069,118,134
65,18,123.111,117,133
66,18,118.889,115,123
67,24,118.667,113,123
68,37,127.703,114,136
69,30,133.333,121,142
70,28,123.357,114,134
71,40,132.575,114,146
72,39,131.051,112,145
73,32,131.844,119,144
74,16,128.000,116,136
75,26,148.192,126,159
76,27,129.519,114,136
77,37,148.892,123,159
78,32,134.312,113,149
79,16,122.125,114,127
80,19,141.105,131,149
81,40,145.400,130,157
82,25,128.840,115,140
83,15,121.333,114,128
84,36,130.028,117,144
85,30,132.300,116,145
86,34,144.382,125,157
87,31,131.387,112,147
88,15,123.067,117,129
89,16,118.562,114,121
90,21,129.619,119,143
91,15,122.933,117,128
92,37,128.730,118,140
93,18,127.944,116,135
94,20,133.600,121,139
95,18,146.000,129,156
96,16,152.062,142,161
97,22,130.091,120,138
98,38,131.395,115,145
99,32,126.406,115,135
100,27,130.778,116,145
101,29,124.552,111,133
102,24,126.125,116,138
103,29,149.690,130,156
104,33,126.667,117,138
105,34,125.147,114,138
106,22,128.591,115,135
107,18,130.222,117,140
108,34,126.706,112,142
109,33,135.152,118,153
110,28,123.714,115,134
111,33,131.182,112,141
112,15,119.800,116,123
113,31,131.613,112,142
114,26,134.846,115,145
115,18,120.167,115,129
116,20,131.700,120,138
117,20,119.300,114,125
118,27,125.074,117,136
119,25,127.080,115,137
120,37,134.243,112,146
121,15,116.200,111,119
122,23,149.435,133,160
123,36,125.278,115,136
124,30,135.300,115,149
125,37,135.243,120,152
126,35,125.657,114,136
127,20,120.650,113,126
128,22,131.591,122,138
129,32,128.938,115,137
130,25,124.280,116,134
131,18,127.333,114,136
132,23,137.000,127,143
133,24,123.500,114,131
134,30,133.133,119,145
135,25,129.240,116,139
136,24,120.000,114,127
137,26,125.962,116,134
138,17,138.353,128,147
139,20,130.950,118,140
140,22,127.500,119,139
141,26,122.846,114,133
142,22,119.091,113,124
143,21,125.905,113,134
144,38,125.211,112,135
145,22,124.455,117,133
146,21,134.762,121,145
147,35,128.314,114,140
