 ,Area,Mean,Min,Max
1,4,174.500,171,178
2,13,109.615,101,116
3,21,99.286,96,102
4,32,111.531,101,118
5,18,112.611,104,119
6,5,115.400,111,118
7,6,98.833,98,100
8,4,137.500,134,139
9,26,114.423,108,119
10,8,112.875,111,116
11,19,100.474,96,106
12,5,105.400,102,108
13,32,109.250,98,123
14,8,143.375,137,149
15,11,129.909,127,134
16,13,99.231,98,101
17,10,145.400,138,154
18,9,146.000,140,150
19,17,112.412,106,118
20,28,122.714,112,134
21,22,101.364,98,108
22,10,112.700,109,116
23,7,119.429,117,123
24,10,143.600,138,149
25,14,108.643,104,116
26,4,100.750,100,102
27,9,111.000,107,115
28,23,108.826,103,115
29,17,111.882,104,122
30,11,106.091,104,108
31,16,116.250,113,119
32,13,139.462,133,146
33,30,113.100,100,131
34,17,126.353,117,135
35,40,107.325,97,117
36,23,130.870,115,142
37,30,129.067,115,142
38,5,116.400,115,118
39,32,107.406,99,119
40,19,116.000,104,124
41,5,108.000,107,109
42,10,127.600,124,131
43,9,100.889,99,103
44,14,113.143,107,120
45,23,111.696,101,121
46,16,116.750,109,125
47,21,108.524,104,113
48,27,106.185,100,113
49,26,125.808,117,135
50,19,112.105,107,116
51,4,107.750,107,109
52,37,116.622,102,129
53,7,116.000,110,120
54,32,114.844,101,131
55,35,116.429,109,124
56,7,107.571,106,111
57,9,104.333,102,106
58,37,133.676,110,152
59,20,117.600,111,124
60,4,118.500,117,120
61,8,137.125,133,140
62,22,130.364,113,141
63,12,106.833,104,110
64,39,109.205,103,121
65,10,104.400,101,109
66,27,113.259,105,122
67,5,96.800,96,98
68,4,118.000,117,119
69,20,113.750,105,122
70,7,122.286,120,125
71,8,126.125,125,127
72,17,114.294,110,118
73,7,129.714,123,134
74,12,101.333,97,105
75,34,111.706,101,120
76,23,110.913,102,121
77,6,102.500,99,107
78,16,105.875,100,114
79,13,125.385,116,133
80,35,112.857,98,131
81,37,110.541,99,122
82,26,107.154,97,118
83,11,126.455,120,131
84,12,101.167,98,105
85,30,135.267,122,145
86,10,143.700,138,147
87,23,115.522,109,125
88,9,116.667,114,119
89,23,107.652,99,117
90,18,131.167,121,141
91,18,103.500,98,110
92,7,97.143,96,98
93,17,103.706,101,109
94,23,104.783,98,112
95,5,103.600,103,105
96,13,109.231,104,114
97,7,104.000,98,109
98,35,108.000,98,113
99,20,105.650,97,121
100,20,106.300,98,115
101,18,147.778,132,156
102,16,148.875,140,157
103,6,102.000,99,105
104,16,120.125,114,124
105,10,103.600,100,108
106,29,105.276,96,114
107,14,110.643,104,121
108,6,105.500,104,110
109,18,103.444,98,109
110,8,120.750,119,122
111,36,105.556,98,113
112,27,109.037,99,116
113,14,103.643,100,107
114,18,117.833,110,124
115,4,119.250,118,123
116,31,130.065,116,141
117,27,124.111,111,136
118,7,132.000,128,136
119,7,99.286,97,101
120,24,119.125,108,131
121,8,104.750,99,109
122,11,105.182,102,108
123,6,98.833,98,100
124,16,111.062,104,118
125,30,105.567,97,115
126,34,121.382,109,132
127,39,109.897,99,122
128,5,102.800,102,103
129,36,114.333,98,129
130,4,111.500,111,112
131,29,127.517,117,134
132,28,108.679,100,116
133,19,102.211,97,108
134,8,120.750,117,123
135,4,116.500,113,120
136,16,135.312,123,145
137,24,128.250,116,141
138,10,110.200,101,114
139,32,102.531,97,109
140,30,102.267,99,108
141,4,111.750,110,113
142,12,124.583,121,130
143,7,117.571,116,120
144,21,140.714,133,147
145,27,117.963,99,128
146,5,139.400,137,142
147,31,125.935,107,138
148,15,98.667,97,101
149,7,123.571,121,127
150,16,115.812,103,126
151,18,120.611,114,125
152,24,108.125,100,118
153,11,99.818,97,102
154,6,118.167,115,120
155,7,106.000,103,108
156,10,103.300,101,105
157,19,137.842,128,143
158,7,143.143,140,147
159,20,117.700,110,124
160,36,125.250,104,141
161,5,135.200,132,140
162,21,99.000,96,102
163,13,116.538,110,126
164,19,127.158,112,135
165,20,134.400,124,146
166,12,119.167,116,122
167,21,145.238,136,152
168,17,116.353,112,121
169,20,149.750,139,160
170,28,109.321,97,122
171,38,136.053,118,149
172,6,120.000,119,121
173,6,98.500,98,100
174,9,102.889,101,105
175,18,104.111,100,116
176,4,133.750,132,135
177,11,132.909,127,136
178,36,126.444,113,136
179,34,116.029,100,127
180,15,108.133,102,112
181,25,136.120,125,146
182,27,157.370,142,168
183,22,123.500,115,134
184,15,162.733,156,167
185,10,137.000,132,142
186,30,117.167,105,131
187,27,128.222,120,134
188,8,108.125,106,110
189,9,112.222,107,117
190,9,102.333,100,105
191,29,120.966,111,127
192,17,134.353,125,140
193,7,135.429,129,139
194,18,118.833,110,124
195,7,134.857,132,137
196,8,134.000,129,138
197,18,116.167,112,119
198,14,106.429,103,110
199,24,117.917,107,125
200,24,134.625,127,140
201,29,143.069,132,154
202,17,121.294,116,125
203,15,130.467,126,132
204,19,157.421,144,167
205,30,113.433,109,118
206,13,110.538,106,114
207,37,159.946,135,175
208,12,117.667,111,122
209,39,136.103,126,145
210,16,131.125,123,137
211,12,107.500,106,110
212,26,162.538,155,168
213,39,101.000,97,105
214,30,152.500,131,164
215,8,167.125,164,171
216,22,132.182,117,141
217,26,115.962,108,125
218,7,115.571,114,118
219,4,165.500,164,167
220,20,137.050,126,144
221,7,109.000,104,113
222,24,138.792,132,144
223,4,120.000,119,121
224,30,137.800,125,146
225,40,120.525,111,130
226,39,138.513,120,152
227,30,116.633,106,125
228,16,102.938,101,104
229,4,103.250,102,104
230,32,126.406,114,135
231,8,150.875,149,152
232,15,101.200,97,107
233,40,132.525,114,150
234,28,107.571,98,115
235,13,154.154,150,159
236,18,99.444,97,103
237,9,106.333,105,107
238,10,124.300,119,128
239,9,126.444,125,128
240,5,130.000,127,132
241,37,110.054,103,119
242,28,100.036,95,104
243,38,102.842,99,109
244,27,123.704,121,127
245,37,119.351,110,131
246,28,117.036,105,127
247,33,148.152,139,158
248,7,99.429,99,100
249,13,110.538,104,114
250,11,106.273,101,110
251,14,113.643,108,118
252,5,106.000,104,108
253,6,100.000,99,101
254,33,107.818,101,113
255,30,102.200,97,107
256,7,143.571,141,145
257,36,156.694,136,174
258,27,141.037,133,150
259,16,100.625,98,104
260,18,128.278,119,135
261,7,101.429,99,106
262,9,100.556,98,103
263,31,153.161,148,157
264,6,116.333,113,120
265,39,151.154,139,161
266,15,99.733,97,103
267,16,107.250,99,111
268,36,113.472,106,120
269,23,100.913,98,105
270,13,101.462,97,106
271,18,143.778,137,149
272,24,103.958,101,108
273,34,103.059,97,109
274,6,128.333,127,130
275,11,136.545,134,138
276,22,105.273,100,111
277,10,115.500,114,118
278,12,124.583,120,128
279,10,151.400,149,153
280,4,109.500,109,110
281,28,108.679,100,116
282,36,140.000,123,154
283,6,133.000,131,135
284,8,139.000,135,142
285,7,99.857,97,102
286,16,153.688,148,157
287,16,101.625,99,103
288,9,129.556,126,132
289,32,108.906,104,112
290,10,135.400,132,142
291,14,108.071,103,113
292,6,140.833,139,142
293,30,123.167,113,133
294,27,104.741,97,113
295,17,156.824,152,160
296,18,139.500,135,143
297,7,118.714,116,122
298,39,144.795,136,151
299,33,120.061,108,131
300,11,101.091,98,104
301,9,153.000,148,156
302,33,99.364,96,103
303,25,124.200,121,130
304,8,139.875,139,142
305,28,149.214,144,155
306,6,97.167,96,98
307,6,138.833,138,140
308,32,111.781,101,124
309,24,144.792,142,149
310,29,144.724,138,149
311,24,180.500,175,183
312,15,120.400,112,126
313,8,102.875,102,104
314,20,152.000,144,155
315,12,104.667,100,109
316,21,103.905,100,107
317,40,144.175,128,155
318,31,126.323,119,133
319,7,141.714,138,143
320,36,138.889,114,152
321,5,142.000,141,143
322,20,144.950,140,150
323,28,103.857,99,108
324,25,97.520,96,99
325,27,166.037,161,172
326,39,98.590,96,102
327,9,148.778,144,153
328,20,175.550,164,188
329,9,106.778,104,110
330,8,111.375,107,114
331,8,157.625,154,161
