 ,Area,Mean,Min,Max
1204,9,87.111,85,89
1205,9,84.556,79,90
1206,36,114.306,90,135
1207,13,89.231,87,93
1208,17,87.941,77,111
1209,24,98.167,91,103
1210,25,98.680,88,108
1211,15,85.533,83,90
1212,31,89.645,85,95
1213,31,96.419,86,104
1214,4,81.250,61,100
1215,5,93.200,90,96
1216,9,93.778,90,96
1217,25,97.520,85,108
1218,8,87.750,84,92
1219,11,91.273,85,94
1220,6,91.333,86,99
1221,13,96.769,90,101
1222,16,90.125,85,94
1223,39,95.769,90,104
1224,37,99.162,85,115
1225,36,88.917,85,94
1226,25,97.800,84,108
1227,4,89.250,88,90
1228,34,96.118,85,108
1229,7,97.000,94,99
1230,22,89.591,85,93
1231,9,91.000,85,95
1232,17,91.765,87,95
1233,31,84.548,76,94
1234,26,74.654,70,80
1235,8,89.375,89,90
1236,11,87.455,84,91
1237,33,127.727,92,147
1238,22,79.318,70,92
1239,14,89.286,85,94
1240,4,88.250,88,89
1241,26,99.462,87,112
1242,4,79.750,78,81
1243,17,94.412,85,104
1244,29,103.241,91,113
1245,15,90.000,87,93
1246,6,83.667,81,86
1247,11,96.727,88,108
1248,10,92.100,84,99
1249,4,85.000,81,92
1250,34,103.382,88,120
1251,6,83.833,82,85
1252,30,92.200,88,96
1253,32,104.781,82,121
1254,6,86.000,85,88
1255,37,93.297,86,99
1256,32,96.750,87,107
1257,29,93.517,87,100
1258,10,87.500,84,90
1259,7,87.000,85,89
1260,4,93.750,92,96
1261,16,91.062,86,95
1262,9,93.667,91,96
1263,38,95.316,85,105
1264,35,111.400,97,127
1265,9,92.222,89,95
1266,28,93.714,83,105
1267,34,100.206,92,107
1268,38,102.316,89,113
1269,18,117.444,96,130
1270,37,112.892,91,132
1271,22,93.182,86,100
1272,18,90.333,85,96
1273,4,91.000,90,93
1274,37,86.189,77,96
1275,5,132.600,120,141
1276,10,92.000,89,94
1277,9,92.889,90,96
1278,21,90.524,82,98
1279,11,86.818,85,89
1280,4,92.000,92,92
1281,10,93.500,90,98
1282,27,92.222,89,95
1283,6,86.667,85,88
1284,28,91.107,82,99
1285,9,121.111,112,125
1286,13,86.923,82,91
1287,9,82.556,61,103
1288,38,114.605,94,130
1289,5,89.000,88,90
1290,4,81.250,79,83
1291,12,101.750,95,106
1292,32,104.438,89,124
1293,9,87.556,86,89
1294,5,88.600,88,90
1295,36,118.778,91,158
1296,25,87.760,84,93
1297,11,108.273,103,112
1298,9,92.000,89,95
1299,13,81.692,78,86
1300,16,90.000,88,93
1301,35,118.571,104,130
1302,22,93.000,90,96
1303,40,97.025,85,110
1304,17,89.412,86,92
1305,17,82.824,80,86
1306,18,99.278,88,109
1307,19,94.632,89,103
1308,15,95.733,90,99
1309,25,94.880,86,104
1310,9,88.000,83,90
1311,28,94.071,87,101
1312,36,99.972,89,112
1313,6,90.833,88,93
1314,29,108.483,95,123
1315,12,97.500,93,101
1316,21,97.524,90,107
1317,6,82.833,82,84
1318,38,98.500,86,110
1319,18,113.333,101,123
1320,28,130.000,98,154
1321,8,98.000,94,100
1322,6,88.000,85,90
1323,35,89.171,80,99
1324,36,84.194,77,93
1325,12,97.917,95,100
1326,14,83.643,82,86
1327,27,98.926,83,117
1328,24,110.083,100,122
1329,38,96.053,89,103
1330,31,99.161,83,110
1331,6,83.167,80,86
1332,8,82.375,81,84
1333,6,85.667,82,88
1334,4,84.750,82,87
1335,4,94.250,94,95
1336,4,97.000,95,99
1337,8,93.375,89,97
1338,8,86.875,86,88
1339,32,111.281,99,121
1340,34,110.324,96,123
1341,4,83.000,79,85
1342,8,88.500,87,90
1343,7,90.857,89,93
1344,9,86.111,82,90
1345,5,93.000,89,96
1346,17,88.824,82,95
1347,10,108.500,106,110
1348,7,85.143,82,89
1349,31,88.806,83,95
1350,9,80.333,76,83
1351,29,101.655,90,112
1352,9,97.556,93,103
1353,25,100.520,94,107
1354,18,108.833,100,116
1355,27,91.222,84,97
1356,23,95.391,89,102
1357,13,83.077,81,85
1358,8,89.125,87,91
1359,10,87.000,85,90
1360,4,93.000,91,96
1361,30,94.933,80,104
1362,6,86.667,85,89
1363,5,94.200,93,96
1364,37,100.405,90,109
1365,22,89.545,84,95
1366,37,100.946,86,115
1367,37,100.486,89,113
1368,4,122.250,71,146
1369,10,92.900,88,97
1370,25,115.760,95,129
1371,31,100.806,85,113
1372,6,83.000,81,84
1373,11,83.818,82,86
1374,4,109.250,81,132
1375,11,84.545,82,87
1376,19,97.474,90,108
1377,5,82.200,80,83
1378,10,89.600,89,91
1379,38,138.316,109,154
1380,25,85.760,81,90
1381,22,83.818,80,87
1382,8,89.375,88,90
1383,25,96.920,90,104
1384,12,93.500,89,100
1385,34,94.029,82,104
1386,39,96.282,82,113
1387,21,83.810,80,89
1388,37,91.595,81,100
1389,26,86.462,80,94
1390,14,101.286,93,108
1391,27,102.074,93,112
1392,13,86.462,82,90
1393,16,83.875,81,87
1394,14,167.429,164,170
1395,8,94.875,93,97
1396,37,107.000,92,125
1397,28,94.964,88,104
1398,31,89.935,80,97
1399,17,82.294,80,84
1400,37,106.243,90,122
1401,14,94.071,90,97
1402,29,83.345,78,87
1403,26,97.385,83,111
1404,5,163.600,162,165
1405,4,83.500,82,84
1406,27,77.667,76,80
1407,4,104.750,103,106
1408,20,102.550,93,112
1409,32,91.062,80,101
1410,7,79.143,77,81
1411,28,111.000,97,122
1412,11,135.000,125,143
1413,22,99.045,89,104
1414,26,87.269,84,92
1415,20,96.200,90,101
1416,30,98.100,82,112
1417,25,100.880,92,111
1418,29,110.310,103,120
1419,36,105.194,82,129
1420,37,92.595,73,112
1421,19,98.053,92,104
1422,27,100.296,90,113
1423,25,90.240,82,97
1424,34,96.824,79,116
1425,8,81.000,77,84
1426,20,95.550,89,101
1427,7,86.429,85,88
1428,12,100.500,95,105
1429,35,87.829,80,97
1430,29,101.379,86,121
1431,7,82.000,80,84
1432,31,83.774,79,90
1433,28,99.679,86,117
1434,4,118.500,114,123
1435,19,96.474,93,101
1436,5,75.400,74,77
1437,4,77.500,77,78
1438,29,106.586,88,122
1439,39,88.487,75,101
1440,14,83.929,81,89
1441,9,78.111,77,79
1442,11,91.636,89,94
1443,37,105.297,77,124
1444,4,81.000,80,83
1445,34,102.324,84,118
1446,14,82.357,78,85
1447,38,126.316,107,136
1448,15,91.000,84,98
1449,11,82.909,78,87
1450,8,81.750,80,83
1451,39,109.615,91,129
1452,17,86.647,82,93
1453,12,82.750,80,85
1454,33,96.606,90,101
1455,35,102.143,89,120
1456,35,100.457,82,113
1457,6,83.167,77,87
1458,36,98.000,89,105
1459,11,84.182,82,87
1460,6,97.667,96,100
1461,40,104.525,86,116
1462,22,93.773,89,97
1463,32,98.250,86,108
1464,4,90.500,62,139
1465,8,92.500,89,94
1466,7,87.143,85,90
1467,14,83.929,81,88
1468,24,81.250,77,86
1469,21,89.381,82,95
1470,5,101.800,100,104
1471,17,92.941,86,99
1472,28,96.071,83,112
1473,18,108.611,102,113
1474,12,92.167,89,95
1475,25,94.960,88,100
1476,30,95.567,78,109
1477,18,85.222,75,93
1478,32,98.406,83,112
1479,35,94.943,83,107
1480,34,88.706,82,94
1481,14,109.214,51,159
1482,27,100.333,88,113
1483,6,90.667,89,92
1484,22,93.818,89,98
1485,34,86.176,79,95
1486,31,83.000,80,87
1487,5,81.600,81,82
1488,15,89.333,85,97
1489,38,94.737,88,101
1490,18,83.500,80,88
1491,40,110.700,107,114
1492,14,86.786,82,92
1493,8,90.000,87,93
1494,7,86.143,85,88
1495,21,88.000,80,96
1496,31,102.613,89,112
1497,33,100.394,90,110
1498,33,123.606,105,136
1499,7,86.571,85,88
1500,16,107.688,97,118
1501,31,85.032,80,90
1502,4,83.750,82,85
1503,22,158.318,117,197
1504,11,96.091,92,100
1505,20,83.800,80,88
1506,16,80.812,79,82
1507,27,87.963,77,97
1508,37,92.784,85,101
1509,36,93.139,80,105
1510,5,82.000,80,83
1511,27,106.037,99,111
1512,6,81.500,80,82
1513,24,102.083,91,109
1514,6,81.667,80,83
1515,37,89.216,77,97
1516,8,97.125,96,99
1517,4,88.500,88,89
1518,23,96.957,89,103
1519,25,89.920,82,98
1520,4,119.500,116,124
1521,10,86.700,84,90
1522,29,91.586,85,98
1523,31,115.677,94,138
1524,15,94.933,86,102
1525,5,94.600,94,95
1526,28,89.071,78,100
1527,8,80.500,80,81
